time_stamp,actuator_state
1624698053.01959,uv_off
1624698057.24741,fan_on
1624698057.65223,fan_off
1624698112.2759,fan_on
1624698116.3172,fan_off
1624698237.93683,fan_on
1624698238.51814,fan_off
1624698239.54701,fan_on
1624698239.90022,fan_off
1624698381.22587,light_on
1624698381.2769,light_off
1624698430.04665,fan_on
1624698430.38282,fan_off
1624698514.95974,fan_on
1624698514.96682,fan_off
1624698515.8629,fan_on
1624698515.99122,fan_off
1624698517.35437,light_on
1624698517.51678,light_off
1624713110.31994,fan_on
1624713110.41722,fan_off
1624713255.90299,fan_on
1624713256.14707,fan_off
1624713256.62109,fan_on
1624713256.62903,fan_off
1624713257.90971,fan_on
1624713258.42871,fan_off
1624713258.62129,fan_on
1624713259.05288,fan_off
1624713259.4257,fan_on
1624713259.77666,fan_off
1624713259.9744,fan_on
1624713260.41105,fan_off
1624713260.61857,fan_on
1624713261.01667,fan_off
1624713261.42193,fan_on
1624713261.80628,fan_off
1624713262.17097,fan_on
1624713262.56002,fan_off
1624716400.95332,fan_off
1624716400.96055,fan_on
1624716401.0415,fan_on
1624716401.64252,fan_off
1624716402.17438,fan_on
1624716402.32205,fan_off
1624716402.82814,fan_on
1624716402.98086,fan_off
1624716403.43263,fan_on
1624716403.57969,fan_off
1624724793.42579,fan_on
1624724793.55592,fan_off
1624729911.18301,fan_on
1624729912.04022,fan_off
1624729912.76359,fan_on
1624729913.05785,fan_off
1624729914.87743,fan_on
1624729915.06221,fan_off
1624729993.36178,light_on
1624729995.45691,light_off
1624730042.18548,uv_on
1624730042.76289,water_on
1624730043.31464,fan_on
1624730043.75166,light_on
1624730044.08373,fan_off
1624730044.3881,water_off
1624730044.62022,uv_off
1624730044.99646,light_off
1624730045.24964,fan_on
1624730045.58673,fan_off
1624730356.70059,fan_on
1624730356.70762,fan_off
1624730357.14002,fan_on
1624730357.52809,fan_off
1624730357.81962,fan_on
1624730357.95963,fan_off
1624730358.10376,fan_on
1624730358.52969,fan_off
1624730359.31512,fan_on
1624730359.57152,fan_off
1624730360.89887,fan_on
1624730361.20625,fan_off
1624730362.60501,fan_on
1624730363.48889,fan_off
1624730435.19211,fan_on
1624730435.76759,fan_off
1624730436.25742,light_on
1624730436.69511,fan_on
1624730437.4089,light_off
1624730437.77218,fan_off
1624730438.43523,fan_on
1624730439.04323,fan_off
1624730439.51356,light_on
1624730440.03247,light_off
1624730440.54678,fan_on
1624730441.05847,fan_off
1624730441.54084,fan_on
1624730442.09615,fan_off
1624730445.89467,fan_on
1624730446.29931,fan_off
1624730446.72376,fan_on
1624730447.15271,fan_off
1624730449.54793,fan_on
1624730449.94209,fan_off
1624730450.13201,water_on
1624730451.37844,water_off
1624730451.66477,uv_on
1624730452.18544,uv_off
1624730452.47648,light_on
1624730452.9146,light_off
1624730455.98247,fan_on
1624730456.29453,fan_off
1624730639.72971,fan_on
1624730639.89201,fan_off
1624730643.79324,fan_on
1624730643.9152,fan_off
1624730647.17596,light_on
1624730647.57295,light_off
1624730647.86712,fan_on
1624730648.19565,fan_off
1624730648.47014,fan_on
1624730649.35244,fan_off
1624730656.63326,uv_on
1624730656.86661,fan_on
1624730659.07283,fan_off
1624730659.44395,uv_off
1624730743.8824,fan_on
1624730744.58268,fan_off
1624730745.09572,fan_on
1624730745.66438,fan_off
1624730770.55846,fan_on
1624730770.79264,fan_off
1624732157.74704,fan_on
1624732158.74407,fan_off
1624732321.42102,fan_on
1624732321.61857,fan_off
1624732381.04454,fan_on
1624732381.49506,fan_off
1624732382.18356,light_on
1624732382.53475,uv_on
1624732383.06637,water_on
1624732383.43714,uv_off
1624732383.74303,light_off
1624732383.98984,water_off
1624732384.5464,water_on
1624732385.02669,water_off
1624732385.20343,fan_on
1624732385.52553,fan_off
1624732414.74851,fan_on
1624732415.11657,fan_off
1624732418.64315,uv_on
1624732418.81585,uv_off
1624732419.31849,fan_on
1624732419.45735,fan_off
1624732419.96667,fan_on
1624732420.10443,fan_off
1624732420.85878,fan_on
1624732421.35843,uv_on
1624732421.93143,uv_off
1624732422.24356,fan_off
1624732422.67772,fan_on
1624732423.01773,uv_on
1624732423.40983,uv_off
1624732423.66216,fan_off
1624732515.80063,fan_on
1624732515.80813,fan_off
1624732515.97686,fan_on
1624732516.40641,fan_off
1624732516.64519,fan_on
1624732516.80979,fan_off
1624732517.1982,fan_on
1624732518.48206,fan_off
1624732825.39989,fan_on
1624732825.55453,fan_off
1624732842.0008,fan_on
1624732842.50857,fan_off
1624732842.92461,fan_on
1624732843.74682,fan_off
1624732844.11356,fan_on
1624732844.73251,fan_off
1624732847.17892,fan_on
1624732847.95394,fan_off
1624732848.62279,fan_on
1624732849.11549,fan_off
1624732850.87839,fan_on
1624732854.42382,fan_off
1624732854.71983,fan_on
1624732855.14775,fan_off
1624732940.32117,fan_on
1624732940.86624,fan_off
1624732942.15898,fan_on
1624732943.41702,fan_off
1624732943.89681,fan_on
1624732947.53771,fan_off
1624732949.62828,fan_on
1624732950.87149,fan_off
1624733169.38674,fan_on
1624733169.93484,fan_off
1624733356.79631,fan_on
1624733356.92093,fan_off
1624768625.92013,fan_on
1624768626.32444,fan_off
1624768627.29079,fan_on
1624768627.57868,fan_off
1624768628.75911,fan_on
1624768629.32101,fan_off
1624768646.16353,fan_on
1624768646.39732,fan_off
1624768647.1812,fan_on
1624768647.43655,fan_off
1624768647.83895,fan_on
1624768648.50914,fan_off
1624781501.37573,fan_on
1624781501.71721,fan_off
1624781770.62831,fan_on
1624781770.97144,fan_off
1624781781.06855,fan_on
1624781781.47202,fan_off
1624781783.39548,fan_on
1624781783.64949,fan_off
1624782919.56199,fan_on
1624782920.4134,fan_off
1624782926.36713,fan_on
1624782926.81728,fan_off
1624782927.29481,fan_on
1624782931.31245,fan_off
1624782932.71456,fan_on
1624782933.18135,fan_off
1624783687.81443,fan_on
1624783688.22471,fan_off
1624783688.7727,fan_on
1624783689.18479,fan_off
1624783702.50231,fan_on
1624783702.74611,fan_off
1624783703.24128,fan_on
1624783703.40686,fan_off
1624783730.91393,fan_on
1624783731.75124,uv_on
1624783770.61158,fan_off
1624783771.10764,uv_off
1624783875.43145,fan_on
1624783875.80655,fan_off
1624783876.12623,fan_on
1624783876.46802,fan_off
1624783877.04535,light_on
1624783877.4128,water_on
1624783877.82958,uv_on
1624783878.02141,water_off
1624783878.21207,light_off
1624783878.71548,uv_off
1624783883.74903,light_on
1624783886.08705,fan_on
1624783887.2545,water_on
1624783887.88029,uv_on
1624783890.43481,light_off
1624783891.07344,fan_off
1624783892.10641,water_off
1624783892.59844,uv_off
1624784009.6777,fan_on
1624784009.90746,fan_off
1624784095.8011,fan_on
1624784096.05041,fan_off
1624784100.37421,uv_on
1624784100.79193,uv_off
1624784101.34498,water_on
1624784101.69151,water_off
1624784102.05061,light_on
1624784102.43305,light_off
1624784102.77816,water_on
1624784103.56008,water_off
1624784426.51466,water_on
1624784428.78441,fan_on
1624784447.73301,fan_off
1624784448.3999,water_off
1624786483.21634,fan_on
1624786483.51668,fan_off
1624786484.18192,fan_on
1624786484.34679,fan_off
1624786484.71736,fan_on
1624786485.73514,fan_off
1624786486.49855,light_on
1624786487.03298,water_on
1624786487.67573,light_off
1624786488.09632,water_off
1624786488.47653,fan_on
1624786489.08125,fan_off
1624786490.17503,fan_on
1624786490.6003,fan_off
1624786491.22728,uv_on
1624786491.77575,uv_off
1624786492.06742,fan_on
1624786495.995,fan_off
1624786499.68302,fan_on
1624786499.90623,fan_off
1624786500.34787,fan_on
1624786500.55936,fan_off
1624786500.99578,fan_on
1624786501.62282,fan_off
1624786506.66064,fan_on
1624786507.00208,fan_off
1624786507.77031,fan_on
1624786508.15137,light_on
1624786508.52304,water_on
1624786508.9411,water_off
1624786509.13539,light_off
1624786509.55916,fan_off
1624786585.65971,uv_on
1624786586.06248,uv_off
1624786589.61249,fan_on
1624786589.97629,fan_off
1624786590.41138,fan_on
1624786590.79522,fan_off
1624786604.58674,fan_on
1624786604.87272,fan_off
1624786605.18831,fan_on
1624786605.30149,fan_off
1624786605.4286,fan_on
1624786605.55374,fan_off
1624786605.65539,fan_on
1624786605.79017,fan_off
1624786605.94937,fan_on
1624786606.05773,fan_off
1624786606.49755,fan_on
1624786607.13347,fan_off
1624786868.61642,fan_on
1624786869.26205,fan_off
1624786908.38238,water_on
1624786909.07507,water_off
1624786909.62633,light_on
1624786910.24599,water_on
1624786910.70763,water_off
1624786911.15797,light_off
1624786921.83724,uv_on
1624786922.08902,uv_off
1624786922.54897,uv_on
1624786922.95124,uv_off
1624786923.42423,light_on
1624786923.6049,light_off
1624786923.97858,light_on
1624786924.43453,light_off
1624786924.80831,uv_on
1624786924.97455,uv_off
1624786925.34786,uv_on
1624786925.86839,uv_off
1624786932.17466,uv_on
1624786932.725,water_on
1624786933.20034,uv_off
1624786933.54265,fan_on
1624786934.15477,water_off
1624786934.52875,fan_off
1624786943.56918,water_on
1624786944.16051,water_off
1624786944.46422,fan_on
1624786945.06806,fan_off
1624786945.5145,uv_on
1624786945.81406,uv_off
1624786946.25852,fan_on
1624786946.56459,fan_off
1624786993.06988,fan_on
1624786993.3629,fan_off
1624786993.5265,fan_on
1624786993.66419,fan_off
1624786993.81419,fan_on
1624786993.97188,fan_off
1624786994.11285,fan_on
1624786994.41264,fan_off
1624786995.01656,fan_on
1624786995.32176,fan_off
1624786995.4776,fan_on
1624786995.6213,fan_off
1624786995.76758,fan_on
1624786995.91644,fan_off
1624786996.06422,fan_on
1624786996.81707,fan_off
1624787277.29224,fan_on
1624787277.80821,fan_off
1624787432.87526,light_on
1624787433.51298,fan_on
1624787433.97706,fan_off
1624787434.48022,light_off
1624787434.78207,fan_on
1624787435.25292,fan_off
1624787435.86165,fan_on
1624787436.40465,fan_off
1624787554.51412,fan_on
1624787554.86367,fan_off
1624787555.44829,fan_on
1624787555.86004,fan_off
1624787556.22401,fan_on
1624787556.63091,fan_off
1624787557.02272,fan_on
1624787557.45403,fan_off
1624787557.82763,fan_on
1624787558.26766,fan_off
1624787558.68476,fan_on
1624787559.06985,fan_off
1624787559.4364,fan_on
1624787559.87221,fan_off
1624787560.33623,fan_on
1624787560.52212,fan_off
1624787560.65849,fan_on
1624787560.82256,fan_off
1624787561.08696,fan_on
1624787561.41531,fan_off
1624787561.62393,fan_on
1624787561.89247,fan_off
1624787568.74834,fan_on
1624787569.09304,fan_off
1624787569.43433,fan_on
1624787569.8031,fan_off
1624787570.18804,fan_on
1624787570.59793,fan_off
1624787571.0407,fan_on
1624787571.47129,fan_off
1624787571.88561,fan_on
1624787572.26939,fan_off
1624787572.62847,fan_on
1624787573.03976,fan_off
1624787573.42506,fan_on
1624787573.8266,fan_off
1624787574.22608,fan_on
1624787574.63964,fan_off
1624787575.05613,fan_on
1624787575.46813,fan_off
1624787575.8645,fan_on
1624787576.27921,fan_off
1624787580.2238,fan_on
1624787580.63061,fan_off
1624787581.03316,fan_on
1624787581.49324,fan_off
1624787581.88429,fan_on
1624787582.28354,fan_off
1624787582.59837,fan_on
1624787583.05695,fan_off
1624787583.42987,fan_on
1624787583.8758,fan_off
1624787584.24378,fan_on
1624787584.66757,fan_off
1624787585.01539,fan_on
