time_stamp,temperature,humidity,soil_humidity,water_level
1624799790.99272,28.3,32,4.960899,0
1624799805.99335,28.3,32,4.975562,0
1624799820.99032,28.3,32,4.960899,0
1624799835.99094,28.3,32,4.970675,0
1624799850.99022,28.3,32,4.960899,0
1624799865.99099,28.3,32,4.946237,0
1624799880.99216,28.2,32,4.956012,0
1624799895.9921,28.3,32,4.951124,0
1624799910.99254,28.2,32,4.975562,0
1624799925.99246,28.2,32,4.970675,0
1624799940.99324,28.2,32,4.941349,0
1624799955.99071,28.2,32,4.956012,0
1624799970.99124,28.2,32,4.960899,0
1624799985.99058,28.2,32,4.965787,0
1624800000.9911,28.2,32,4.951124,0
1624800015.9917,28.2,32,4.970675,0
1624800030.99211,28.2,32,4.956012,0
1624800045.99261,28.2,32,4.960899,0
1624800060.98946,28.2,32,4.941349,0
1624800075.9904,28.2,32,4.941349,0
1624800090.99103,28.2,32,4.970675,0
1624800105.99134,28.1,32,4.975562,0
1624800120.99259,28.2,32,4.946237,0
1624800135.99188,28.2,32,4.946237,0
1624800150.99292,28.2,32,4.941349,0
1624800165.9927,28.2,32,4.936461,0
1624800180.98983,28.2,32,4.941349,0
1624800195.99034,28.2,32,4.951124,0
1624800210.99014,28.2,32,4.946237,0
1624800225.99177,28.2,32,4.956012,0
1624800240.99127,28.2,32,4.956012,0
1624800255.992,28.2,32,4.965787,0
1624800270.99274,28.2,32,4.951124,0
1624800285.9937,28.2,32,4.941349,0
1624800300.98955,28.2,32,4.98045,0
1624800315.99061,28.2,32,4.965787,0
1624800330.99038,28.2,32,4.956012,0
1624800345.99109,28.2,32,4.975562,0
1624800360.99183,28.2,32,4.970675,0
1624800375.99142,28.2,32,4.960899,0
1624800390.9923,28.2,32,4.956012,0
1624800405.99393,28.2,32,4.960899,0
1624800420.99031,28.2,32,4.970675,0
1624800435.99124,28.2,32,4.975562,0
1624800450.99029,28.2,32,4.975562,0
1624800465.99086,28.2,32,4.965787,0
1624800480.99102,28.2,32,4.970675,0
1624800495.99161,28.2,32,4.956012,0
1624800510.99199,28.2,32,4.951124,0
1624800525.99287,28.2,32,4.970675,0
1624800540.99294,28.2,32,4.956012,0
1624800555.99021,28.2,32,4.956012,0
1624800570.99063,28.2,32,4.956012,0
1624800585.99091,28.2,32,4.951124,0
1624800600.99071,28.2,32,4.951124,0
1624800615.99168,28.2,32,4.960899,0
1624800630.99129,28.1,32,4.951124,0
1624800645.99197,28.1,32,4.936461,0
1624800660.99231,28.1,32,4.956012,0
1624800675.99287,28.1,32,4.936461,0
1624800690.99007,28.1,32,4.960899,0
1624800705.99029,28.1,32,4.960899,0
1624800720.99049,28.1,32,4.960899,0
1624800735.99099,28.1,32,4.951124,0
1624800750.99157,28.1,32,4.956012,0
1624800765.99192,28.1,32,4.960899,0
1624800780.99237,28.1,32,4.965787,0
1624800795.99277,28.1,32,4.956012,0
1624800810.9927,28.1,32,4.951124,0
1624800825.99012,28.1,32,4.970675,0
1624800840.99001,28.1,32,4.941349,0
1624800855.99098,28.1,32,4.956012,0
1624800870.99053,28.1,32,4.965787,0
1624800885.99114,28.1,32,4.965787,0
1624800900.99203,28.1,32,4.975562,0
1624800915.99151,28.1,32,4.956012,0
1624800930.99282,28.1,32,4.960899,0
1624800945.99337,28.1,32,4.965787,0
1624800960.98997,28.1,32,4.98045,0
1624800975.99078,28.1,32,4.936461,0
1624800990.99082,28.1,32,4.960899,0
1624801005.99103,28.1,32,4.970675,0
1624801020.99134,28.1,32,4.941349,0
1624801035.99226,28.1,32,4.956012,0
1624801050.99166,28.1,32,4.975562,0
1624801065.9922,28.1,32,4.960899,0
1624801080.99297,28.1,32,4.946237,0
1624801095.99008,28.1,32,4.941349,0
1624801110.99012,28.1,32,4.956012,0
1624801125.99038,28.1,32,4.936461,0
1624801140.99093,28.1,32,4.960899,0
1624801155.99171,28.1,32,4.951124,0
1624801170.99236,28.1,32,4.960899,0
1624801185.99261,28.1,32,4.975562,0
1624801200.99219,28.1,32,4.951124,0
1624801215.98987,28.1,32,4.956012,0
1624801230.9944,28.1,32,4.956012,0
1624801245.99112,28.1,32,4.970675,0
1624801260.99137,28.1,32,4.975562,0
1624801275.99092,28.1,31,4.98045,0
1624801290.99186,28.1,31,4.956012,0
1624801305.99174,28.1,31,4.975562,0
1624801320.99267,28.1,31,4.960899,0
1624801335.9896,28.1,31,4.960899,0
1624801350.99,28.1,31,4.960899,0
1624801365.99064,28.1,32,4.965787,0
1624801380.99139,28.1,32,4.975562,0
1624801395.99176,28.1,32,4.951124,0
1624801410.99127,28.1,32,4.956012,0
1624801425.99229,28.1,32,4.956012,0
1624801440.99184,28.1,32,4.946237,0
1624801455.98874,28,32,4.965787,0
1624801470.98888,28,32,4.951124,0
1624801485.98962,28.1,32,4.970675,0
1624801500.99006,28.1,32,4.956012,0
1624801515.99067,28.1,32,4.970675,0
1624801530.99173,28.1,32,4.951124,0
1624801545.99274,28.1,31,4.960899,0
1624801560.98944,28.1,31,4.98045,0
1624801575.99327,28.1,31,4.960899,0
1624801590.98936,28,31,4.960899,0
1624801605.98931,28,31,4.951124,0
1624801620.98959,28,32,4.960899,0
1624801635.9908,28,32,4.975562,0
1624801650.98686,28,32,4.970675,0
1624801665.98784,28,32,4.960899,0
1624801680.98848,28,32,4.951124,0
1624801695.98909,28,32,4.931574,0
1624801710.99312,28.1,32,4.975562,0
1624801725.99012,28.1,32,4.98045,0
1624801740.99031,28.1,32,4.960899,0
1624801755.99077,28.1,32,4.956012,0
1624801770.99074,28.1,32,4.960899,0
1624801785.99112,28.1,31,4.951124,0
1624801800.99169,28.1,31,4.960899,0
1624801815.99265,28.1,31,4.946237,0
1624801830.99328,28.1,31,4.941349,0
1624801845.98884,28.1,31,4.921799,0
1624801860.99031,28.1,31,4.956012,0
1624801875.99081,28.1,31,4.965787,0
1624801890.99069,28.1,31,4.98045,0
1624801905.99091,28.1,31,4.956012,0
1624801920.99159,28.1,31,4.960899,0
1624801935.99208,28.1,31,4.956012,0
1624801950.98932,28.1,31,4.98045,0
1624801965.99014,28.1,32,4.956012,0
1624801980.99321,28.1,31,4.960899,0
1624801995.99102,28.1,32,4.960899,0
1624802010.99104,28.1,32,4.970675,0
1624802025.99151,28.1,32,4.956012,0
1624802040.99198,28.1,31,4.946237,0
1624802055.9915,28.1,31,4.975562,0
1624802070.9921,28.1,31,4.975562,0
1624802085.99315,28.1,31,4.946237,0
1624802100.98916,28.1,31,4.960899,0
1624802115.98988,28.1,31,4.956012,0
1624802130.99036,28.2,31,4.946237,0
1624802145.9922,28.1,31,4.965787,0
1624802160.99095,28.1,31,4.970675,0
1624802175.99144,28.1,31,4.946237,0
1624802190.9921,28.1,31,4.975562,0
1624802205.99251,28.1,31,4.960899,0
1624802220.98945,28.1,31,4.951124,0
1624802235.9897,28.1,31,4.946237,0
1624802250.98977,28.1,31,4.98045,0
1624802265.99053,28.2,31,4.965787,0
1624802280.99131,28.2,31,4.970675,0
1624802295.99217,28.2,31,4.960899,0
1624802310.99209,28.2,31,4.956012,0
1624802325.99276,28.2,31,4.946237,0
1624802340.99256,28.2,31,4.960899,0
1624802355.98994,28.2,31,4.965787,0
1624802370.9906,28.2,31,4.960899,0
1624802385.99085,28.1,31,4.941349,0
1624802400.99094,28.1,31,4.946237,0
1624802415.99145,28.1,31,4.956012,0
1624802430.99272,28.2,31,4.956012,0
1624802445.99335,28.2,31,4.975562,0
1624802460.99268,28.2,31,4.960899,0
1624802475.98976,28.2,31,4.975562,0
1624802490.99007,28.2,31,4.960899,0
1624802505.99024,28.2,31,4.951124,0
1624802520.99174,28.1,31,4.941349,0
1624802535.99248,28.1,31,4.975562,0
1624802550.99186,28.1,31,4.970675,0
1624802565.99213,28.1,31,4.970675,0
1624802580.99283,28.1,31,4.941349,0
1624802595.98994,28.2,31,4.975562,0
1624802610.99029,28.2,31,4.941349,0
1624802625.99039,28.2,31,4.960899,0
1624802640.99181,28.2,31,4.970675,0
1624802655.99111,28.2,31,4.956012,0
1624802670.99163,28.2,31,4.965787,0
1624802685.99195,28.2,31,4.951124,0
1624802700.99247,28.2,31,4.975562,0
1624802715.9896,28.2,31,4.946237,0
1624802730.99489,28.2,31,4.970675,0
1624802745.99052,28.2,31,4.951124,0
1624802760.9906,28.2,31,4.956012,0
1624802775.99144,28.2,31,4.956012,0
1624802790.99199,28.2,31,4.975562,0
1624802805.99265,28.2,31,4.951124,0
1624802820.99309,28.2,31,4.946237,0
1624802835.99009,28.2,31,4.965787,0
1624802850.99031,28.1,31,4.946237,0
1624802865.99082,28.1,31,4.965787,0
1624802880.99089,28.1,31,4.956012,0
1624802895.99125,28.1,31,4.975562,0
1624802910.99216,28.1,31,4.941349,0
1624802925.99233,28.1,31,4.956012,0
1624802940.99271,28.2,31,4.965787,0
1624802955.99025,28.2,31,4.970675,0
1624802970.99084,28.1,31,4.960899,0
1624802985.99119,28.1,31,4.975562,0
1624803000.99141,28.1,31,4.975562,0
1624803015.99199,28.1,31,4.946237,0
1624803030.99135,28.2,31,4.951124,0
1624803045.99191,28.2,31,4.970675,0
1624803060.99308,28.2,31,4.946237,0
1624803075.98935,28.2,31,4.960899,0
1624803090.99011,28.2,31,4.970675,0
1624803105.99021,28.2,31,4.936461,0
1624803120.99093,28.2,31,4.960899,0
1624803135.99114,28.2,31,4.946237,0
1624803150.99174,28.2,31,4.970675,0
1624803165.99258,28.2,31,4.951124,0
1624803180.99324,28.2,31,4.946237,0
1624803195.993,28.2,31,4.975562,0
1624803210.99011,28.2,31,4.970675,0
1624803225.99021,28.2,31,4.946237,0
1624803240.99079,28.2,31,4.956012,0
1624803255.991,28.2,31,4.951124,0
1624803270.99178,28.2,31,4.951124,0
1624803285.99213,28.2,31,4.960899,0
1624803300.99218,28.2,31,4.965787,0
1624803315.99314,28.2,31,4.951124,0
1624803330.99058,28.2,31,4.960899,0
1624803345.99076,28.2,31,4.970675,0
1624803360.99065,28.2,31,4.941349,0
1624803375.99093,28.1,31,4.960899,0
1624803390.99127,28.1,31,4.941349,0
1624803405.99191,28.1,31,4.975562,0
1624803420.99248,28.1,31,4.951124,0
1624803435.99315,28.1,31,4.970675,0
1624803450.99032,28.1,31,4.946237,0
1624803465.99066,28.1,31,4.960899,0
1624803480.99039,28,31,4.951124,0
1624803495.9907,28,31,4.941349,0
1624803510.98766,28,31,4.956012,0
1624803525.99153,28.1,32,4.960899,0
1624803540.99219,28.1,32,4.941349,0
1624803555.99287,28.1,32,4.960899,0
1624803570.99367,28.1,32,4.956012,0
1624803585.99424,28.1,32,4.975562,0
1624803600.99025,28.1,32,4.941349,0
1624803615.99098,28.1,32,4.965787,0
1624803630.99119,28.1,32,4.965787,0
1624803645.992,28.1,32,4.951124,0
1624803660.98786,28,32,4.951124,0
1624803675.98847,28,32,4.970675,0
1624803690.9898,28,32,4.951124,0
1624803705.99016,28,32,4.960899,0
1624803720.9903,28,32,4.975562,0
1624803735.99064,28,32,4.960899,0
1624803750.98772,28,32,4.951124,0
1624803765.98803,28,32,4.965787,0
1624803780.98851,28,32,4.970675,0
1624803795.98866,28,32,4.951124,0
1624803810.98878,28,32,4.970675,0
1624803825.98953,28,32,4.960899,0
1624803840.98959,28,32,4.946237,0
1624803855.9902,28,32,4.975562,0
1624803870.98752,28,32,4.960899,0
1624803885.98776,28,32,4.975562,0
1624803900.98799,28,32,4.960899,0
1624803915.9886,28,32,4.951124,0
1624803930.98974,28,32,4.960899,0
1624803945.98903,28,32,4.960899,0
1624803960.99047,28,32,4.970675,0
1624803975.99121,28,32,4.946237,0
1624803990.9913,28,32,4.951124,0
1624804005.98734,28,32,4.956012,0
1624804020.9884,28,32,4.951124,0
1624804035.98866,28,32,4.956012,0
1624804050.989,28,32,4.956012,0
1624804065.98935,28,32,4.956012,0
1624804080.98966,28,32,4.951124,0
1624804095.99015,28,32,4.975562,0
1624804110.99067,28,32,4.956012,0
1624804125.98771,28,32,4.956012,0
1624804140.98881,28,32,4.946237,0
1624804155.98891,28,32,4.946237,0
1624804170.98881,28,32,4.941349,0
1624804185.98934,28,32,4.956012,0
1624804200.98976,28,32,4.965787,0
1624804215.98996,28,32,4.960899,0
1624804230.99058,28,32,4.965787,0
1624804245.991,28,32,4.970675,0
1624804260.98874,28,32,4.960899,0
1624804275.98885,28,32,4.941349,0
1624804290.98945,28,32,4.946237,0
1624804305.98956,28,32,4.975562,0
1624804320.98979,28,32,4.956012,0
1624804335.99006,28,32,4.960899,0
1624804350.99037,28,32,4.936461,0
1624804365.98815,28,32,4.965787,0
1624804380.98882,28,32,4.960899,0
1624804395.98924,28,32,4.960899,0
1624804410.98952,28,32,4.941349,0
1624804425.98962,28,32,4.965787,0
1624804440.98987,28,32,4.946237,0
1624804455.9906,28,32,4.951124,0
1624804470.99074,28,32,4.965787,0
1624804485.99142,28,32,4.975562,0
1624804500.98866,28,32,4.946237,0
1624804515.98898,28,32,4.965787,0
1624804530.98985,28,32,4.960899,0
1624804545.98971,28,32,4.975562,0
1624804560.99002,28,32,4.956012,0
1624804575.99042,28,32,4.960899,0
1624804590.99069,28,32,4.960899,0
1624804605.99103,28,32,4.936461,0
1624804620.98828,28,32,4.975562,0
1624804635.98824,28,32,4.946237,0
1624804650.98844,28,32,4.975562,0
1624804665.98866,28,32,4.941349,0
1624804680.98935,28,32,4.946237,0
1624804695.99046,28,32,4.970675,0
1624804710.99117,28,32,4.956012,0
1624804725.99154,28,32,4.946237,0
1624804740.9912,28,32,4.951124,0
1624804755.98856,28,32,4.946237,0
1624804770.98827,28,32,4.956012,0
1624804785.98837,28,32,4.951124,0
1624804800.98871,28,32,4.941349,0
1624804815.98886,28,32,4.975562,0
1624804830.99051,28,32,4.956012,0
1624804845.99073,28,32,4.951124,0
1624804860.99143,28,32,4.951124,0
1624804875.992,28,32,4.970675,0
1624804890.98896,28,32,4.956012,0
1624804905.98897,28,32,4.960899,0
1624804920.98934,28,32,4.941349,0
1624804935.98961,28,32,4.965787,0
1624804950.98993,28,32,4.936461,0
1624804965.9902,28,32,4.960899,0
1624804980.99048,28,32,4.960899,0
1624804995.98733,28,32,4.98045,0
1624805010.99147,27.9,33,4.951124,0
1624805025.99191,27.9,33,4.965787,0
1624805040.9924,27.9,34,4.965787,0
1624805055.993,27.9,34,4.960899,0
1624805070.98985,27.9,34,4.960899,0
1624805085.99045,27.9,34,4.960899,0
1624805100.99042,27.9,34,4.946237,0
1624805115.99178,27.9,34,4.946237,0
1624805130.99101,27.9,34,4.98045,0
1624805145.99175,27.9,34,4.946237,0
1624805160.99236,27.9,34,4.975562,0
1624805175.99319,27.9,34,4.956012,0
1624805190.99286,27.9,34,4.946237,0
1624805205.99362,27.9,34,4.970675,0
1624805220.99061,27.9,34,4.965787,0
1624805235.99081,27.9,34,4.970675,0
1624805250.9912,27.9,34,4.951124,0
1624805265.99184,27.9,34,4.951124,0
1624805280.99257,27.9,34,4.960899,0
1624805295.99298,27.9,34,4.956012,0
1624805310.99377,27.9,34,4.960899,0
1624805325.98991,27.9,34,4.956012,0
1624805340.99113,27.9,34,4.970675,0
1624805355.99159,27.9,34,4.960899,0
1624805370.99086,27.8,34,4.946237,0
1624805385.99221,27.8,34,4.946237,0
1624805400.99153,27.9,34,4.941349,0
1624805415.99305,27.9,34,4.941349,0
1624805430.99389,27.9,34,4.956012,0
1624805445.99047,27.9,34,4.965787,0
1624805460.99105,27.9,34,4.975562,0
1624805475.9909,27.9,34,4.951124,0
1624805490.99152,27.9,34,4.960899,0
1624805505.99202,27.9,34,4.951124,0
1624805520.99264,27.9,34,4.946237,0
1624805535.99315,27.9,34,4.970675,0
1624805550.99238,27.9,34,4.960899,0
1624805565.98956,27.9,34,4.98045,0
1624805580.99024,27.9,34,4.960899,0
1624805595.99037,27.9,34,4.951124,0
1624805610.99094,27.9,34,4.965787,0
1624805625.99131,27.9,34,4.98045,0
1624805640.99204,27.9,34,4.926686,0
1624805655.99279,27.9,34,4.951124,0
1624805670.99333,27.9,34,4.951124,0
1624805685.9938,27.9,34,4.965787,0
1624805700.99072,27.9,34,4.936461,0
1624805715.99046,27.9,34,4.951124,0
1624805730.99108,27.9,34,4.946237,0
1624805745.99184,27.9,34,4.956012,0
1624805760.99194,27.9,34,4.956012,0
1624805775.99186,27.9,34,4.965787,0
1624805790.99271,27.9,34,4.951124,0
1624805805.99346,27.9,34,4.960899,0
1624805820.99042,27.9,34,4.951124,0
1624805835.99077,27.9,34,4.965787,0
1624805850.99134,27.9,34,4.941349,0
1624805865.99124,27.9,34,4.960899,0
1624805880.99226,27.9,34,4.970675,0
1624805895.99231,27.9,34,4.941349,0
1624805910.99287,27.9,34,4.960899,0
1624805925.99375,27.9,34,4.956012,0
1624805940.99365,27.9,34,4.936461,0
1624805955.99434,27.9,34,4.936461,0
1624805970.99137,27.9,34,4.941349,0
1624805985.99119,27.9,34,4.970675,0
1624806000.99108,27.9,34,4.960899,0
1624806015.99235,27.9,34,4.956012,0
1624806030.99183,27.9,34,4.946237,0
1624806045.98128,27.9,34,5,0
1624806060.98923,27.9,34,4.946237,0
1624806075.99036,27.9,34,4.965787,0
1624806090.9859,27.9,34,5,0
1624806105.98731,27.9,34,5,0
1624806120.99222,27.9,34,4.975562,0
1624806135.99272,27.9,34,4.897361,0
1624806150.99162,27.9,34,4.931574,0
1624806165.99292,27.9,34,4.921799,0
1624806180.98954,27.8,34,4.946237,0
1624806195.98562,27.8,34,5,0
1624806210.9905,27.8,35,4.951124,0
1624806225.991,27.8,35,4.946237,0
1624806240.99166,27.8,35,4.956012,0
1624806255.99162,27.8,35,4.960899,0
1624806270.99269,27.8,35,4.995112,0
1624806285.99226,27.8,35,4.902248,0
1624806300.98486,27.8,35,5,0
1624806315.9895,27.8,35,4.926686,0
1624806330.98998,27.8,35,4.907136,0
1624806345.99093,27.8,35,4.956012,0
1624806360.99086,27.8,35,4.951124,0
1624806375.99129,27.8,35,4.946237,0
1624806390.98746,27.8,35,4.956012,0
1624806405.99194,27.8,35,4.956012,0
1624806420.99261,27.8,35,4.956012,0
1624806435.99304,27.8,35,4.946237,0
1624806450.99076,27.8,35,4.965787,0
1624806465.99013,27.8,35,4.965787,0
1624806480.99532,27.8,35,4.951124,0
1624806495.99069,29.4,59,4.941349,0
1624806510.99155,29.2,60,4.946237,0
1624806525.99272,28.8,56,4.965787,0
1624806540.99277,28.5,51,4.956012,0
1624806555.99326,28.3,47,4.946237,0
1624806570.99338,28.2,45,4.951124,0
1624806585.98994,28.1,43,4.951124,0
1624806600.99012,28,42,4.956012,0
1624806615.99129,27.9,41,4.941349,0
1624806630.99194,27.9,41,4.951124,0
1624806645.99207,27.9,40,4.956012,0
1624806660.99299,27.9,39,4.951124,0
1624806675.99243,27.9,39,4.965787,0
1624806690.99335,27.9,39,4.951124,0
1624806705.99051,27.9,39,4.98045,0
1624806720.99137,27.9,39,4.946237,0
1624806735.99099,27.9,39,4.970675,0
1624806750.99189,27.9,39,4.941349,0
1624806765.99243,27.8,38,4.965787,0
1624806780.99362,27.8,38,4.956012,0
1624806795.99897,27.8,38,4.98045,0
1624806810.99358,27.8,38,4.931574,0
1624806825.99139,27.8,38,4.946237,0
1624806840.99089,27.8,38,4.951124,0
1624806855.99128,27.7,38,4.965787,0
1624806870.99186,27.7,38,4.956012,0
1624806885.99152,27.8,38,4.941349,0
1624806900.99232,27.8,38,4.941349,0
1624806915.9931,27.8,38,4.936461,0
1624806930.99017,27.8,38,4.951124,0
1624806945.99104,27.8,38,4.960899,0
1624806960.99103,27.8,38,4.965787,0
1624806975.99065,27.8,38,4.946237,0
1624806990.99215,27.8,38,4.946237,0
1624807005.99284,27.8,38,4.946237,0
1624807020.99213,27.8,38,4.956012,0
1624807035.99313,27.8,38,4.970675,0
1624807050.98985,27.8,38,4.951124,0
1624807065.99043,27.8,38,4.946237,0
1624807080.99011,27.8,38,4.960899,0
1624807095.99065,27.8,38,4.956012,0
1624807110.99197,27.8,38,4.946237,0
1624807125.99167,27.8,38,4.956012,0
1624807140.98394,27.8,38,5,0
1624807155.99231,27.8,38,4.956012,0
1624807170.98935,27.8,38,4.956012,0
1624807185.98991,27.8,38,4.956012,0
1624807200.99095,27.8,38,4.941349,0
1624807215.99094,27.8,38,4.941349,0
1624807230.99156,27.8,38,4.960899,0
1624807245.99189,27.8,38,4.965787,0
1624807260.99235,27.8,38,4.941349,0
1624807275.98536,27.8,38,5,0
1624807290.99278,27.7,38,4.951124,0
1624807305.99005,27.7,38,4.951124,0
1624807320.99057,27.7,38,4.941349,0
1624807335.99164,27.7,38,4.956012,0
1624807350.99179,27.7,38,4.975562,0
1624807365.99234,27.7,38,4.970675,0
1624807380.99312,27.7,38,4.975562,0
1624807395.99216,27.7,38,4.965787,0
1624807410.99311,27.7,38,4.946237,0
1624807425.98976,27.7,38,4.956012,0
1624807440.99077,27.7,38,4.965787,0
1624807455.9913,27.7,38,4.956012,0
1624807470.99131,27.7,38,4.941349,0
1624807485.99223,27.7,38,4.975562,0
1624807500.99248,27.7,38,4.951124,0
1624807515.993,27.7,38,4.956012,0
1624807530.99334,27.7,38,4.965787,0
1624807545.99071,27.7,38,4.956012,0
1624807560.9911,27.8,38,4.951124,0
1624807575.99139,27.8,38,4.946237,0
1624807590.99157,27.8,38,4.970675,0
1624807605.9919,27.8,38,4.951124,0
1624807620.99165,27.8,38,4.960899,0
1624807635.99239,27.7,38,4.965787,0
1624807650.9931,27.7,38,4.985337,0
1624807665.99425,27.7,38,4.951124,0
1624807680.99029,27.7,38,4.965787,0
1624807695.99079,27.7,38,4.946237,0
1624807710.99111,27.7,38,4.956012,0
1624807725.99187,27.7,38,4.965787,0
1624807740.99268,27.7,38,4.951124,0
1624807755.99201,27.7,38,4.975562,0
1624807770.993,27.7,38,4.960899,0
1624807785.99054,27.7,38,4.941349,0
1624807800.99104,27.7,38,4.946237,0
1624807815.99108,27.7,38,4.970675,0
1624807830.99164,27.7,38,4.960899,0
1624807845.9913,27.7,38,4.970675,0
1624807860.99178,27.7,38,4.956012,0
1624807875.99251,27.7,38,4.970675,0
1624807890.99341,27.7,38,4.965787,0
1624807905.98992,27.7,38,4.965787,0
1624807920.99023,27.7,38,4.951124,0
1624807935.99133,27.7,38,4.956012,0
1624807950.99062,27.7,38,4.956012,0
1624807965.99171,27.7,38,4.956012,0
1624807980.99254,27.8,38,4.965787,0
1624807995.99182,27.8,38,4.970675,0
1624808010.99239,27.7,38,4.956012,0
1624808025.99355,27.7,38,4.956012,0
1624808040.99091,27.7,38,4.941349,0
1624808055.99124,27.7,38,4.956012,0
1624808070.99153,27.7,38,4.956012,0
1624808085.99099,27.7,38,4.956012,0
1624808100.99213,27.7,38,4.956012,0
1624808115.99199,27.7,38,4.936461,0
1624810026.99642,,,4.970675,0
1624810041.99812,27.7,37,4.956012,0
1624810056.99818,27.7,37,4.946237,0
1624810071.99803,27.7,37,4.946237,0
1624810086.9982,27.7,37,4.98045,0
1624810101.99543,27.7,37,4.98045,0
1624810116.99988,27.7,37,4.970675,0
1624810132.00029,27.7,37,4.941349,0
1624810147.00049,27.7,37,4.970675,0
1624810162.0007,27.7,37,4.960899,0
1624810176.99748,27.7,37,4.931574,0
1624810191.99449,27.7,37,4.98045,0
1624810206.99476,27.7,37,4.960899,0
1624810221.99475,27.7,37,4.951124,0
1624810236.99537,27.7,37,4.965787,0
1624810251.99595,27.7,37,4.970675,0
1624810266.99641,27.7,37,4.946237,0
1624810281.99686,27.8,37,4.946237,0
1624810296.99636,27.8,37,4.960899,0
1624810311.99352,27.8,37,4.98045,0
1624810326.99767,27.8,37,4.941349,0
1624810341.99406,27.8,37,4.975562,0
1624810356.99481,27.8,37,4.975562,0
1624810371.99538,27.8,37,4.951124,0
1624810386.99558,27.8,37,4.965787,0
1624810401.99589,27.8,37,4.941349,0
1624810416.99645,27.8,37,4.951124,0
1624810431.99689,27.8,37,4.970675,0
1624810446.99616,27.9,37,4.946237,0
1624810461.99698,27.9,37,4.965787,0
1624810476.99627,27.9,37,4.941349,0
1624810491.99661,27.9,37,4.946237,0
1624810506.99664,27.9,36,4.951124,0
1624810521.99638,27.9,36,4.956012,0
1624810536.99678,27.9,36,4.951124,0
1624810551.99665,27.9,36,4.941349,0
1624810566.99331,27.9,36,4.98045,0
1624810581.9937,27.9,36,4.970675,0
1624810596.99442,27.9,36,4.960899,0
1624810611.99494,27.9,36,4.965787,0
1624810626.99528,27.9,36,4.956012,0
1624810641.99543,27.9,36,4.960899,0
1624810656.99482,27.9,36,4.960899,0
1624810671.99559,27.9,36,4.951124,0
1624810686.99548,27.9,36,4.965787,0
1624810701.9959,27.9,36,4.956012,0
1624810716.99558,27.9,36,4.951124,0
1624810731.99614,27.9,36,4.956012,0
1624810746.99641,27.9,36,4.941349,0
1624810761.99709,27.9,36,4.956012,0
1624810776.99296,27.9,36,4.98045,0
1624810791.99279,28,35,4.965787,0
1624810806.99481,27.9,36,4.960899,0
1624810821.99455,28,35,4.965787,0
1624810836.99444,28,35,4.965787,0
1624810851.99461,28,35,4.956012,0
1624810866.99495,28,35,4.946237,0
1624810881.99479,28,35,4.946237,0
1624810896.99161,28,35,4.956012,0
1624810911.99261,28,35,4.970675,0
1624810926.99249,28,35,4.970675,0
1624810941.99664,27.9,36,4.956012,0
1624810956.99702,27.9,36,4.970675,0
1624810971.99412,27.9,36,4.975562,0
1624810986.99476,27.9,36,4.946237,0
1624811001.99478,27.9,36,4.975562,0
1624811016.99499,27.9,36,4.946237,0
1624811031.99448,27.9,36,4.98045,0
1624811046.9957,27.9,36,4.936461,0
1624811061.99616,27.9,36,4.960899,0
1624811076.99564,27.9,36,4.956012,0
1624811091.99635,27.9,36,4.946237,0
1624811106.99198,27.9,36,4.965787,0
1624811121.99637,27.9,36,4.941349,0
1624811136.99751,27.9,36,4.985337,0
1624811151.99288,27.9,36,4.941349,0
1624811166.99435,27.9,36,4.951124,0
1624811181.995,27.9,36,4.946237,0
1624811196.99478,27.9,36,4.951124,0
1624811211.98737,27.9,36,5,0
1624811226.99637,27.9,36,4.951124,0
1624811241.99565,27.9,36,4.960899,0
1624811256.99365,27.9,36,4.98045,0
1624811271.99748,27.9,36,4.941349,0
1624811286.99653,27.9,36,4.941349,0
1624811301.99756,27.8,36,4.970675,0
1624811316.99422,27.8,36,4.975562,0
1624811331.99538,27.8,36,4.960899,0
1624811346.9949,27.9,36,4.98045,0
1624811361.99553,27.8,36,4.970675,0
1624811376.99534,27.8,36,4.956012,0
1624811391.99547,27.8,36,4.946237,0
1624811406.99615,27.8,36,4.951124,0
1624811421.99332,27.8,36,4.946237,0
1624811436.99331,27.8,36,4.941349,0
1624811451.99423,27.8,36,4.965787,0
1624811466.99517,27.8,36,4.970675,0
1624811481.99628,27.8,36,4.946237,0
1624811496.99639,27.7,36,4.970675,0
1624811511.99769,27.7,36,4.965787,0
1624811526.99542,27.7,36,4.960899,0
1624811541.99534,27.7,37,4.960899,0
1624811556.99682,27.7,37,4.956012,0
1624811571.99691,27.7,37,4.965787,0
1624811586.99515,27.7,37,4.946237,0
1624811601.99541,27.7,37,4.951124,0
1624811616.9967,27.7,37,4.960899,0
1624811631.99694,27.7,37,4.965787,0
1624811646.99839,27.7,37,4.965787,0
1624811661.99489,27.7,37,4.965787,0
1624811676.99581,27.7,37,4.965787,0
1624811691.99538,27.7,37,4.970675,0
1624811706.99776,27.7,37,4.941349,0
1624811721.99775,27.7,37,4.965787,0
1624811736.99508,27.7,37,4.98045,0
1624811751.99496,27.7,37,4.951124,0
1624811766.99558,27.7,37,4.970675,0
1624811781.99694,27.7,37,4.956012,0
1624811796.99669,27.7,37,4.970675,0
1624811811.99425,27.6,37,4.951124,0
1624811826.99536,27.6,37,4.965787,0
1624811841.99517,27.6,37,4.975562,0
